ProjectUUID,PersonUUID,Role
90de203d-fe8a-4ee8-9e89-57562ef752e1,df52a23b-7109-4616-a59a-d6d90f777595,Co-Investigator
b47abab8-758b-4317-be3b-a2b8fb15d820,f11b0cc1-ad9f-4b12-b805-65b70e5bcd65,Principal Investigator
b47abab8-758b-4317-be3b-a2b8fb15d820,0284519c-3320-48a2-8b0d-b4ae9351a403,Co-Investigator
5658611e-8732-47e8-b193-538392ec9395,63342b24-28ec-40c5-a7d9-ec49867dc75d,Principal Investigator
5658611e-8732-47e8-b193-538392ec9395,09813918-f2fa-46c2-a9b1-069b140c2903,Co-Investigator
5140d65f-c9c2-4102-ade1-a656cce36387,e8e88610-5144-41da-95bf-597abf1d7869,Principal Investigator
5140d65f-c9c2-4102-ade1-a656cce36387,610312cd-b173-4efa-bbb5-0a22e9b9ce02,Co-Investigator
5140d65f-c9c2-4102-ade1-a656cce36387,41da2096-dc8b-44c2-93ad-6473e220f85e,Co-Investigator
5140d65f-c9c2-4102-ade1-a656cce36387,b2d076fd-b924-4251-abbe-d86ecbed2004,Co-Investigator
b6756336-3fb7-43db-bf24-2f44fd14c5c3,8bd9b364-d90f-486f-9965-84cd3dc63ca3,Principal Investigator
651c41e7-057d-4e62-8d5d-d106e588e355,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
651c41e7-057d-4e62-8d5d-d106e588e355,b4a6e67f-0caa-4faf-a136-bf77496f3659,Co-Investigator
c82f5a3b-b237-48b8-8b59-b5ef25702f02,443362d7-b255-460d-a559-0fa80a8d9fbc,Principal Investigator
c82f5a3b-b237-48b8-8b59-b5ef25702f02,0537edb0-1a18-425e-8a82-c92b2882a597,Co-Investigator
c82f5a3b-b237-48b8-8b59-b5ef25702f02,74556ce3-9926-47a4-95b6-061d7bf041f5,Co-Investigator
5c14f2cf-9f83-4b48-b608-8f504edc970c,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
5c14f2cf-9f83-4b48-b608-8f504edc970c,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Co-Investigator
5c14f2cf-9f83-4b48-b608-8f504edc970c,f30d35c6-4320-476f-8506-481764e6009e,Co-Investigator
5c14f2cf-9f83-4b48-b608-8f504edc970c,b55a7155-5e64-4230-b7da-94f7872e9742,Co-Investigator
6f20f57b-6622-494e-81fc-bfb1340d32e5,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
6f20f57b-6622-494e-81fc-bfb1340d32e5,77359666-99eb-4d00-90af-6cbec6c4562b,Co-Investigator
6f20f57b-6622-494e-81fc-bfb1340d32e5,35cc0100-4ab9-4cc5-9bc7-10b4d671416f,Collaborator
ea1190eb-c06d-4c91-8b84-c881781af351,bc7a60f7-45a0-401f-813f-6b4aa700c849,Principal Investigator
ea1190eb-c06d-4c91-8b84-c881781af351,5041f387-908f-4845-9f79-3a6dbd527f4b,Co-Investigator
524b4d8b-c35d-4c77-89d4-8d13cbdb2fab,63342b24-28ec-40c5-a7d9-ec49867dc75d,Principal Investigator
524b4d8b-c35d-4c77-89d4-8d13cbdb2fab,ac400e55-5188-4efd-872a-12df089e7068,Co-Investigator
524b4d8b-c35d-4c77-89d4-8d13cbdb2fab,42c316a3-1a31-469b-b436-635edc389e02,Co-Investigator
3ccfe0ca-0a5c-41d4-91b3-6b86eb5bc477,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
815ff3aa-8225-4ed2-81c7-368c5a326843,6ec63914-1f4e-4708-8830-1b054c2ee03a,Principal Investigator
379f431a-ce47-4ea1-835d-8855a3e0f7b1,53c45a58-4c3c-424c-80a2-c39e733fd7c3,Principal Investigator
119e304c-6427-40e5-95fd-e802aabd518e,f2136570-f73c-446f-9fb0-6d9e461e2124,Principal Investigator
3f31352b-c92a-4136-b962-82943e206a9c,62db65c9-470c-472f-b039-6c4a704ef170,Principal Investigator
3f31352b-c92a-4136-b962-82943e206a9c,1313519f-2074-41d6-8b79-589648e37211,Co-Investigator
35203d5b-8d9b-4719-aeb2-6f5074ac1686,e23e8096-59cb-4ef6-af48-ce9d806fd1eb,Principal Investigator
35203d5b-8d9b-4719-aeb2-6f5074ac1686,831421c0-027f-4a25-b795-ee2fce0c8d2a,Co-Investigator
35203d5b-8d9b-4719-aeb2-6f5074ac1686,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Co-Investigator
2c80cfbc-f40d-4d5c-be52-2d62a6eebcd4,d30b96a8-4f1e-44fa-9bf5-0209bedf0268,Principal Investigator
3ee07b88-7850-44db-b901-92943ed05508,09ec1bda-4550-4a83-8480-fe742d77e882,Co-Investigator
97f76b43-8d08-42d6-bb32-9752c1c38ef2,785a7089-e58e-4aaa-986d-ae0e615ba508,Principal Investigator
ce8e2ce8-0470-4a8b-9c20-f54ca0265cf6,74a08deb-18e1-48d0-a86e-ed6675da92ab,Principal Investigator
692ba9a6-defc-4d0f-a278-423a6f0cfeda,92f6c3f3-0ad2-40fc-b278-69170f87567d,Principal Investigator
692ba9a6-defc-4d0f-a278-423a6f0cfeda,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Co-Principal Investigator
51455974-553e-4f70-b330-1901d9efc34c,6ec63914-1f4e-4708-8830-1b054c2ee03a,Co-Investigator
f2db8d63-45ff-4810-a889-b272fd938d3a,e6f70fb0-caf1-4736-b583-b0777bc1390f,Principal Investigator
f2db8d63-45ff-4810-a889-b272fd938d3a,d3b41838-e2bf-4735-b1cd-03f60b49c7e5,Principal Investigator
f2db8d63-45ff-4810-a889-b272fd938d3a,672280b6-17c9-4191-9b00-8f1322fc1d90,Co-Investigator
4d82f1f3-3bfd-4b4f-b906-501050b7b42c,a4c1604d-b01f-46ef-baf3-74d2a8046d6b,Principal Investigator
4d82f1f3-3bfd-4b4f-b906-501050b7b42c,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Co-Investigator
4d82f1f3-3bfd-4b4f-b906-501050b7b42c,42d8cef2-2fa9-4545-b4f4-a44dadf4934f,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,a39b94ff-e1b6-4b96-8404-486167a9123d,Principal Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,02fbfd2f-9290-41dc-b82e-fcc2abcd9b2a,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,fea53dc2-758b-4dc3-962c-68e0b52d2925,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,fc57a764-276e-463a-aa68-fa54ffaf31d6,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,fb4b9d17-f1ec-466b-b222-caba06823edc,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,0562500c-e9cb-43cf-9641-8775d47103cc,Co-Investigator
4c04ec87-4051-4ede-a971-ff8badc270f6,ad50bed7-77fd-4c7f-819c-54455506e3f0,Collaborator
4c04ec87-4051-4ede-a971-ff8badc270f6,1abda59f-c493-4824-a7b1-7470d66f08d1,Collaborator
9f77d6e9-c0a5-4560-94ba-9451dc779f58,fda8c630-1b0a-4910-ae2a-602850616275,Principal Investigator
9f77d6e9-c0a5-4560-94ba-9451dc779f58,02960d47-7677-4b2c-99d4-490a31fd6885,Co-Investigator
9f77d6e9-c0a5-4560-94ba-9451dc779f58,6a57a243-af32-4e1d-849c-75146da60102,Co-Investigator
57db6982-838f-4e23-91d0-baf208bc96fe,785a7089-e58e-4aaa-986d-ae0e615ba508,Principal Investigator
b89d0b30-96a0-4ea3-89d3-22cb75fd5622,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
b89d0b30-96a0-4ea3-89d3-22cb75fd5622,98a59a44-499e-4a6e-a8e8-24211f117b23,Co-Investigator
b89d0b30-96a0-4ea3-89d3-22cb75fd5622,b4a6e67f-0caa-4faf-a136-bf77496f3659,Co-Investigator
e7d8b595-d142-4a34-bfb1-0a9f04cb1cdf,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Co-Investigator
e7d8b595-d142-4a34-bfb1-0a9f04cb1cdf,a0141d84-9000-4cb4-9fbf-8d8377d7b66d,Co-Investigator
4bfcdb8a-694f-4e96-8646-abe00eee5819,9504265d-0046-4e58-b529-256a656c012d,Co-Investigator
4bfcdb8a-694f-4e96-8646-abe00eee5819,879e7ac4-e64c-4c5f-9591-421e56cd0678,Principal Investigator
4bfcdb8a-694f-4e96-8646-abe00eee5819,845595fe-6614-4cf2-968c-3e815db79b4d,Co-Investigator
4bfcdb8a-694f-4e96-8646-abe00eee5819,6596de1d-ea29-4252-a22e-f98cf28090c6,Co-Investigator
47e06774-9088-4465-8ab8-f8c27cd731d6,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
47e06774-9088-4465-8ab8-f8c27cd731d6,f2b81a70-1d6c-42d1-a3b5-1d4338be4b8c,Co-Investigator
47e06774-9088-4465-8ab8-f8c27cd731d6,ff6f398b-4bde-46da-a460-9815134b42eb,Co-Investigator
47e06774-9088-4465-8ab8-f8c27cd731d6,98a59a44-499e-4a6e-a8e8-24211f117b23,Co-Investigator
b7bb0d86-8c3c-4d0e-841c-dd0e7607ec13,09ec1bda-4550-4a83-8480-fe742d77e882,Co-Investigator
f02c91da-a5ce-4aa9-99e8-140136d14aa9,785a7089-e58e-4aaa-986d-ae0e615ba508,Principal Investigator
c8211d83-460f-41fa-b8cf-b8c031b8b18b,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
c8211d83-460f-41fa-b8cf-b8c031b8b18b,ff6f398b-4bde-46da-a460-9815134b42eb,Co-Investigator
c8211d83-460f-41fa-b8cf-b8c031b8b18b,bf8d35b0-2ec1-4cd7-a341-51627a0acbb9,Co-Investigator
c8211d83-460f-41fa-b8cf-b8c031b8b18b,faf0279a-dd8c-47b7-9570-3570c0ac803c,Co-Investigator
9dbabc2a-7042-4d3a-8f8b-33910a8adc04,53c45a58-4c3c-424c-80a2-c39e733fd7c3,Principal Investigator
9dbabc2a-7042-4d3a-8f8b-33910a8adc04,bb404350-dc8d-4345-965f-a3602b726014,Collaborator
d0360b60-3c3a-47d2-acf0-223ec3248818,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Principal Investigator
d0360b60-3c3a-47d2-acf0-223ec3248818,7e884581-3d40-42e6-af12-453e052c9c87,Principal Investigator
3d246d02-274d-4bba-8760-0ee09fa39b32,a39b94ff-e1b6-4b96-8404-486167a9123d,Principal Investigator
3d246d02-274d-4bba-8760-0ee09fa39b32,d05daa00-c3d6-4a89-ba14-cfd1847fb0cc,Co-Investigator
2394be68-c192-4634-ba99-18798309529b,1313519f-2074-41d6-8b79-589648e37211,Principal Investigator
abcfded3-fae9-4da5-97e5-658a188a0190,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Principal Investigator
abcfded3-fae9-4da5-97e5-658a188a0190,fa03d816-cd99-4fea-b45b-efe7ecd3cb0a,Co-Investigator
8ea1d816-cfb3-4b02-a1cd-5c34a3d0fd61,1052b289-f510-4c5a-9662-2db48c12ebc2,Principal Investigator
8ea1d816-cfb3-4b02-a1cd-5c34a3d0fd61,54728da8-274d-40e6-b119-23318d995721,Co-Investigator
8ea1d816-cfb3-4b02-a1cd-5c34a3d0fd61,4e33d926-364b-47b8-97d7-409c16b62db9,Co-Investigator
d0796f54-9b0c-4dfe-980d-a4bc1a5a4e76,1578b20c-b5d0-466f-b114-2582529ddc53,Principal Investigator
d0796f54-9b0c-4dfe-980d-a4bc1a5a4e76,81de28ef-db46-405c-a49b-79af67660d89,Co-Investigator
747ffa41-bbdd-492b-9e0d-20f9b49278d3,b752c464-c7fb-4a52-a0c3-3b2d3db5d62f,Principal Investigator
8c634482-49e2-4d00-82e9-788283bfe90d,831421c0-027f-4a25-b795-ee2fce0c8d2a,Principal Investigator
8c634482-49e2-4d00-82e9-788283bfe90d,1dbd1112-eb47-4406-936c-6807e8845610,Co-Investigator
6bdbc155-83c0-4139-ab79-ec3933ba3a05,f073ebac-704d-4236-9206-d1d2ef2be9c3,Principal Investigator
6bdbc155-83c0-4139-ab79-ec3933ba3a05,04344edd-2f02-45d5-ad45-baffe4c08898,Co-Investigator
6bdbc155-83c0-4139-ab79-ec3933ba3a05,c6b67626-5ff8-4730-93a6-70ee08f6013e,Co-Investigator
6bdbc155-83c0-4139-ab79-ec3933ba3a05,e9d5602d-a3ba-4ac4-9c9c-7a51100e41d3,Co-Investigator
6bdbc155-83c0-4139-ab79-ec3933ba3a05,523ffd96-f3b2-49cc-8f24-dc9215b84bed,Co-Investigator
2e7aeab2-a66b-469a-8bf6-5a746933e3b6,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
8e3474bc-dd89-4c0c-a84c-4c8ad3e95467,f11b0cc1-ad9f-4b12-b805-65b70e5bcd65,Co-Investigator
8e3474bc-dd89-4c0c-a84c-4c8ad3e95467,0c46864b-a7f8-4439-aeda-0781f77bfe88,Principal Investigator
1550b177-ea65-4622-a400-60ce9cc9053d,831421c0-027f-4a25-b795-ee2fce0c8d2a,Principal Investigator
1550b177-ea65-4622-a400-60ce9cc9053d,e23e8096-59cb-4ef6-af48-ce9d806fd1eb,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,443362d7-b255-460d-a559-0fa80a8d9fbc,Principal Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,1b3cff7f-1549-4998-b52e-0ba9093e1d01,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,e9d14210-bc71-4824-b7cf-fd1448d022ab,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,70f3c85a-9cd2-40b4-bed9-5e2a75609421,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,2efbc294-1ce4-4148-a403-93fe6450d879,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,d55dab65-fffe-4da4-a383-cfcf5ee3a8cd,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,0537edb0-1a18-425e-8a82-c92b2882a597,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,3ef9211c-34b2-4061-ba59-c5800d6a5b32,Co-Investigator
92a3a94c-c825-4662-97bc-2b9d802618ea,6c543b1d-8137-489d-b444-d17921fc9de9,Co-Investigator
45a64c9c-7b9c-40e7-966b-f524e0a23668,10003d22-a201-4b64-88e3-b423bc76fcc2,Principal Investigator
1f45d635-42f4-44e1-864c-7ff0ed31ac2b,10e4fc8e-556f-4104-b744-409caedc2276,Principal Investigator
416dd5ce-dd32-4fde-bd1a-0a91a14ecca8,d5c3a434-36d5-4861-862d-3c5b3e332121,Principal Investigator
416dd5ce-dd32-4fde-bd1a-0a91a14ecca8,cfd2eb14-8c3d-4c92-b6f4-acf076e82110,Collaborator
416dd5ce-dd32-4fde-bd1a-0a91a14ecca8,5fe674d5-8b11-4c75-8fe0-c7730db40441,Collaborator
18faa057-608d-4cc5-8448-e902b1978a84,1dbd1112-eb47-4406-936c-6807e8845610,Principal Investigator
520a1d77-0114-475f-8622-c46c122a0a82,5c50bbc9-ed3d-417f-ba4d-e484eaf536b3,Principal Investigator
520a1d77-0114-475f-8622-c46c122a0a82,831421c0-027f-4a25-b795-ee2fce0c8d2a,Co-Investigator
520a1d77-0114-475f-8622-c46c122a0a82,1313519f-2074-41d6-8b79-589648e37211,Co-Investigator
dded96d9-89f4-4348-ab14-034dcd34c54f,f6921641-1f0a-4e24-a3a9-546e3927ab72,Principal Investigator
dded96d9-89f4-4348-ab14-034dcd34c54f,10e4fc8e-556f-4104-b744-409caedc2276,Co-Investigator
4147c684-9a19-4cf5-9f9e-48f7d89b474a,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Principal Investigator
3cc55852-f8c5-4785-89fe-3effd68d8082,10e4fc8e-556f-4104-b744-409caedc2276,Principal Investigator
3ae3c857-e3f4-449d-a16f-ca2ef5b1b7a2,bc7a60f7-45a0-401f-813f-6b4aa700c849,Principal Investigator
679f65c3-ff92-4d18-a517-eac12777270b,1578b20c-b5d0-466f-b114-2582529ddc53,Principal Investigator
39d18547-01f7-4fbc-9794-cb87a4530afb,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
39d18547-01f7-4fbc-9794-cb87a4530afb,ff6f398b-4bde-46da-a460-9815134b42eb,Co-Investigator
aecbaf94-4098-45e4-a536-bbf29ab9de55,443362d7-b255-460d-a559-0fa80a8d9fbc,Principal Investigator
aecbaf94-4098-45e4-a536-bbf29ab9de55,20ad2ae0-df32-484d-84ed-f65810600cfa,Co-Investigator
aecbaf94-4098-45e4-a536-bbf29ab9de55,3d49de50-0620-46fe-ae15-53b12dfb8649,Co-Investigator
38cecda7-bb24-4d49-8f67-cada7a740062,e0edf6ca-5a14-41d8-81cc-77fd67f03ee5,Principal Investigator
38cecda7-bb24-4d49-8f67-cada7a740062,74a08deb-18e1-48d0-a86e-ed6675da92ab,Co-Investigator
38cecda7-bb24-4d49-8f67-cada7a740062,51cfa226-5179-4a05-aa13-4a53f8de6404,Co-Investigator
cdf9f5a6-86d4-4aa9-b627-f07790f935c1,f073ebac-704d-4236-9206-d1d2ef2be9c3,Principal Investigator
cdf9f5a6-86d4-4aa9-b627-f07790f935c1,8e5f2a6c-c817-4a90-b48b-d9171743ad0f,Co-Investigator
04f24f1f-66c8-464d-af91-7ad58b59d45e,f073ebac-704d-4236-9206-d1d2ef2be9c3,Principal Investigator
9f83ca3e-d774-470b-9ef6-e1e0098b860f,f073ebac-704d-4236-9206-d1d2ef2be9c3,Principal Investigator
9f83ca3e-d774-470b-9ef6-e1e0098b860f,78a992d3-b8eb-4fd6-8a5e-18c464d0b254,Co-Investigator
9f83ca3e-d774-470b-9ef6-e1e0098b860f,e9d5602d-a3ba-4ac4-9c9c-7a51100e41d3,Co-Investigator
0f8bf697-8a17-4351-b22d-d0a15ed6c897,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Principal Investigator
11acd45e-396b-4a0c-b2b6-7be5a7c36ef7,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
b2bbb8b5-6c00-49ea-9b02-ac18f631ac96,c649bf10-5588-4d10-8c7c-471874cf98f9,Principal Investigator
0f5d7921-6113-492b-a852-12964960abc7,0ee7ba1e-3108-4db3-a908-97977980d032,Co-Investigator
0f5d7921-6113-492b-a852-12964960abc7,a39b94ff-e1b6-4b96-8404-486167a9123d,Co-Investigator
990ab63e-f16a-48d4-ae87-fc253d954f1e,d3b41838-e2bf-4735-b1cd-03f60b49c7e5,Principal Investigator
22cbd24b-36a5-4187-8879-ab183e8b67c3,6ec63914-1f4e-4708-8830-1b054c2ee03a,Principal Investigator
3c096907-2670-45af-9e43-4d828d45b072,bc7a60f7-45a0-401f-813f-6b4aa700c849,Principal Investigator
3c096907-2670-45af-9e43-4d828d45b072,9734ef6f-09d1-4ca1-b968-6ad34872d504,Co-Investigator
d0cad16b-7c77-4f79-be71-34700fbdfbeb,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Principal Investigator
b2ecef34-ff7e-4233-b352-7bd3db84991b,831421c0-027f-4a25-b795-ee2fce0c8d2a,Principal Investigator
58dbcc53-f489-48fe-879a-d9c70d9c5f55,63342b24-28ec-40c5-a7d9-ec49867dc75d,Co-Investigator
58dbcc53-f489-48fe-879a-d9c70d9c5f55,205293c7-3f0e-4adb-94d5-790e81990d48,Co-Investigator
5f390eca-e9d9-433e-aa5f-4bdd301809f8,1313519f-2074-41d6-8b79-589648e37211,Principal Investigator
98da69a6-9b7a-49ea-b353-2b371a9f892b,1dbd1112-eb47-4406-936c-6807e8845610,Principal Investigator
cf4ebeb2-8442-4ebc-87f8-eef03e9c41d6,1052b289-f510-4c5a-9662-2db48c12ebc2,Principal Investigator
f41e5c15-7b52-4fd2-a007-6b36c382c090,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
f41e5c15-7b52-4fd2-a007-6b36c382c090,98a59a44-499e-4a6e-a8e8-24211f117b23,Co-Investigator
385c5718-80ba-49f4-88b4-fc8d85a4a897,2efbc294-1ce4-4148-a403-93fe6450d879,Principal Investigator
28505b1e-2be0-4e3e-a956-174e88f7b6cb,f11b0cc1-ad9f-4b12-b805-65b70e5bcd65,Principal Investigator
92dd15f8-1163-4e47-a198-2af8537b5575,689427b5-8d2a-44f3-b291-6db6ba598305,Principal Investigator
92dd15f8-1163-4e47-a198-2af8537b5575,ddcdfda8-c5ea-4e67-b0ea-21ba86966197,Co-Investigator
46376f84-6f50-4a46-b43e-480f0dbfaf49,06d038a4-f659-4c53-8a6d-58e295ab603f,Co-Investigator
6a4bfd9a-0ada-42ee-a458-1dcb9158027c,ffc6db77-95ed-452f-92ac-ca143a9db73c,Principal Investigator
6a4bfd9a-0ada-42ee-a458-1dcb9158027c,f073ebac-704d-4236-9206-d1d2ef2be9c3,Co-Investigator
890d38c5-60d4-4c00-80f7-2ed30f36b8b6,0ee7ba1e-3108-4db3-a908-97977980d032,Principal Investigator
890d38c5-60d4-4c00-80f7-2ed30f36b8b6,d3b41838-e2bf-4735-b1cd-03f60b49c7e5,Co-Investigator
115736de-5b8c-4d29-ad2e-8898f9a19e77,bc7a60f7-45a0-401f-813f-6b4aa700c849,Principal Investigator
115736de-5b8c-4d29-ad2e-8898f9a19e77,8aaf5ea6-92c2-4780-bba3-cdc171315e0b,Co-Investigator
115736de-5b8c-4d29-ad2e-8898f9a19e77,9734ef6f-09d1-4ca1-b968-6ad34872d504,Co-Investigator
115736de-5b8c-4d29-ad2e-8898f9a19e77,986bf923-1db1-4387-85ed-db9c03a27ab5,Co-Investigator
0e80f60f-45a9-4c29-a4b0-6743f238591d,92f6c3f3-0ad2-40fc-b278-69170f87567d,Principal Investigator
0e80f60f-45a9-4c29-a4b0-6743f238591d,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Co-Investigator
a3b32cef-4240-4466-b3d1-3da4b4b67746,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Principal Investigator
a3b32cef-4240-4466-b3d1-3da4b4b67746,d4dc2c50-a749-4f5b-a3f1-763c1dc405fb,Principal Investigator
a01e82a8-1c5d-49ad-aae9-45dce9e0a1ce,2a9c0934-98ca-4101-b829-b88d77f6487e,Principal Investigator
a01e82a8-1c5d-49ad-aae9-45dce9e0a1ce,8785f18a-1bf3-4c63-8d8b-d3e5d516ca40,Co-Investigator
e7f0f9c0-f733-47d2-aa61-09c7d53ae85a,5ad9c220-e37f-443a-8a31-fc4abf365db5,Principal Investigator
e7f0f9c0-f733-47d2-aa61-09c7d53ae85a,ad50bed7-77fd-4c7f-819c-54455506e3f0,Co-Investigator
f14dc4aa-4c94-4a5f-9bc2-d4622e043e88,5c50bbc9-ed3d-417f-ba4d-e484eaf536b3,Principal Investigator
5c0cc9c6-9752-4e9c-9ec7-219daef07620,2a9c0934-98ca-4101-b829-b88d77f6487e,Principal Investigator
5c0cc9c6-9752-4e9c-9ec7-219daef07620,7dd48cfe-3069-4563-bef4-ef661c18387a,Co-Investigator
5c0cc9c6-9752-4e9c-9ec7-219daef07620,05788d6a-1042-4bf1-8ed7-b11224fb483e,Co-Investigator
5c0cc9c6-9752-4e9c-9ec7-219daef07620,5c54c44a-9eaa-4a97-a78a-e853dc73e9d9,Co-Investigator
08adc0f6-bd4d-4ed3-9908-6dc6b47e18e4,bd52cb95-025e-4106-9c13-1345c76dcbfe,Co-Investigator
cea6bbe1-ef98-434d-ab7f-122ac69eacc1,785a7089-e58e-4aaa-986d-ae0e615ba508,Principal Investigator
516759c6-100c-49bd-9893-30e1e0bb8687,879e7ac4-e64c-4c5f-9591-421e56cd0678,Principal Investigator
1cbc6b08-1a6a-438e-aefd-3811a68c4a61,785a7089-e58e-4aaa-986d-ae0e615ba508,Principal Investigator
5b389df6-a3bf-424f-9f9c-b024d7b2f243,e175684d-abc3-4ee4-9a12-af6c611e47c0,Principal Investigator
adcf6fe8-ed82-426e-825a-901abce58b36,3dac6e0e-2770-4c5e-b32a-d7750523516f,Co-Investigator
6ee138d1-5e46-4b40-9023-4cf3481ef1b1,bc7a60f7-45a0-401f-813f-6b4aa700c849,Principal Investigator
6ee138d1-5e46-4b40-9023-4cf3481ef1b1,06d038a4-f659-4c53-8a6d-58e295ab603f,Principal Investigator
45f263dd-1188-41c4-bb96-9e8a27753837,37d49222-56d7-4c65-8d52-3638544511cf,Principal Investigator
45f263dd-1188-41c4-bb96-9e8a27753837,d3b41838-e2bf-4735-b1cd-03f60b49c7e5,Co-Investigator
45f263dd-1188-41c4-bb96-9e8a27753837,9cf737ee-bd9a-4f7e-b865-b6ff6ed01fde,Co-Investigator
c5d1965f-621e-4f0f-9071-1823ccc20fc9,0a2a2206-180b-4443-bdb7-92deba889221,Principal Investigator
c5d1965f-621e-4f0f-9071-1823ccc20fc9,80784458-06f6-4eff-b0c8-df982ffa9835,Principal Investigator
442bc168-730b-4bfc-beda-6d58da68b389,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Principal Investigator
91b0563a-0942-47e8-9257-d6325edc5cea,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
91b0563a-0942-47e8-9257-d6325edc5cea,37d49222-56d7-4c65-8d52-3638544511cf,Principal Investigator
91b0563a-0942-47e8-9257-d6325edc5cea,8bd9b364-d90f-486f-9965-84cd3dc63ca3,Co-Investigator
91b0563a-0942-47e8-9257-d6325edc5cea,b4a6e67f-0caa-4faf-a136-bf77496f3659,Co-Investigator
f15d06d9-2436-4799-a1ef-c90b629b763e,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
4e7a60ad-83de-493c-b0bf-3beb5c244963,7016a7a0-c187-4a62-baef-0780150912d1,Principal Investigator
cacb1264-bab7-49b9-bf36-2605f6094b98,1b45e3f5-b8cd-4c0d-a444-2901304f76ee,Co-Investigator
cd952189-982a-4f7f-8e1e-ccd3fde697a9,20ad2ae0-df32-484d-84ed-f65810600cfa,Principal Investigator
cd952189-982a-4f7f-8e1e-ccd3fde697a9,443362d7-b255-460d-a559-0fa80a8d9fbc,Principal Investigator
c37bcaa8-233a-4eb6-8885-8a91a102ab32,1052b289-f510-4c5a-9662-2db48c12ebc2,Principal Investigator
3bfb340e-d0be-4d2c-9a7b-62326e135ed0,bdc2cd4a-df05-46ca-b027-b038039a58ec,Principal Investigator
329b2f51-1933-4974-88a3-ba9671a2961f,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Principal Investigator
90a18c30-a468-4c17-b58f-24273afb4e48,80784458-06f6-4eff-b0c8-df982ffa9835,Principal Investigator
a47bca2c-ed3b-4a03-9e96-b962a0ede92f,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Principal Investigator
32e83e51-c4c7-4917-8d65-0d00c6972e53,63342b24-28ec-40c5-a7d9-ec49867dc75d,Principal Investigator
32e83e51-c4c7-4917-8d65-0d00c6972e53,71115e9d-836f-409e-8c75-27d2de3e9caa,Co-Investigator
32e83e51-c4c7-4917-8d65-0d00c6972e53,ac400e55-5188-4efd-872a-12df089e7068,Collaborator
3f6e4891-97df-4f1b-afd5-238e63e4c6d3,610312cd-b173-4efa-bbb5-0a22e9b9ce02,Principal Investigator
3f6e4891-97df-4f1b-afd5-238e63e4c6d3,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Co-Investigator
f1c9fd7f-ab86-4d8a-a2ab-772f1e114023,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Principal Investigator
f1c9fd7f-ab86-4d8a-a2ab-772f1e114023,c072fa93-9dbb-4815-b72a-e24dcdd453f8,Principal Investigator
074b9716-bceb-4e07-90dd-a3c3eaf359ba,2a9c0934-98ca-4101-b829-b88d77f6487e,Principal Investigator
