paperUUID,expertUUID,role,name,lastname
f99a0a02-6ef7-474b-a189-762e72c7aade,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
efe40ace-cdbd-4ba7-95c8-564821b3c3c7,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
1b6f2c9a-c1e8-4431-96b7-e46d484d09e9,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
ad57a1c8-b684-4d9c-98e6-01787150f335,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
37c5b31f-8062-407f-b6af-6067a8503a5e,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
80eba546-1c77-4811-9318-cbd178c454c9,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
7f1ac56b-4774-4f11-a95c-491a37a9d7c8,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
63527c7b-ce38-4ae3-bf7a-09bdddaabe75,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
ee6b1f90-adbd-4736-9cb1-92b2b2ae6005,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
7b6bfac0-1059-420b-9449-99a491359a42,6b81fcf4-173e-4e8b-86d6-2c9e7b4320c6,Author,Jon,Aaen
22e4e1f7-4bd7-43c6-a633-44ea9764b958,,Author,Raffaele,Ciriello
d66462d0-7f70-489c-b339-5c637407b797,,Author,Nina,Boulus
0a1670e7-be11-400c-bd21-7393075d15dd,,Author,Nina,Boulus
b98804e8-2ce1-498a-8568-ef53e9455844,,Author,Mar,Alaranta
cd0dfae0-830a-11dd-b116-000ea68e967b,,Author,Espen,Aarseth
591e52c0-862e-11dd-8006-000ea68e967b,,Author,Espen,Aarseth
f2993e8b-c9b9-4925-9808-87c337b8cb03,,Author,Espen,Aarseth
7e1e84e7-2c54-4122-87d2-6a6c5e3d99dc,,Author,Espen,Aarseth
04d057b4-fe9f-4953-a73e-45afb2718d20,,Author,Espen,Aarseth
242d6520-bfbe-4b7d-a84e-c596ac99d868,,Author,Espen,Aarseth
569ad177-f013-476d-bede-0f3e46ddc71a,,Author,Espen,Aarseth
c2de0411-0417-4d45-b3a8-6f11f2c0974d,,Editor,Espen,Aarseth
2ef22931-a9bc-4a9f-846b-0fd1e73960a3,,Editor,Espen,Aarseth
70c44117-395c-47c8-9832-6f38d872a74a,,Editor,Espen,Aarseth
815c1f2e-ab99-41ce-9ada-24676062ecaf,,Author,Espen,Aarseth
d5df346c-7eb1-435c-b45b-6045ad8e1e99,,Author,Espen,Aarseth
171c21a8-c776-4a6f-a893-f6a8e2c9656c,,Editor,Espen,Aarseth
54c040e5-4b5a-4d19-8625-0b715b5c204f,,Author,Espen,Aarseth
54c040e5-4b5a-4d19-8625-0b715b5c204f,80784458-06f6-4eff-b0c8-df982ffa9835,Author,Rune Kristian Lundedal,Nielsen
e11d23fd-4f63-42b3-a049-9b93e4925009,,Author,Espen J.,Aarseth
4e3e4f11-e91b-4179-a714-f1b874c67704,,Author,Espen J.,Aarseth
55baa68d-9b80-4fc9-a73b-6939bc507ba2,,Author,Espen J.,Aarseth
2e3bb52a-e9a3-4f46-ba39-53db4babc62e,,Author,Espen J.,Aarseth
3275258c-f2fa-4ec4-943c-624b335edd4f,,Author,Espen J.,Aarseth
30976996-034c-4164-9f2d-980a2809ba91,,Author,Espen J.,Aarseth
5b2b5fcc-4585-49ab-bc07-0fab237c138c,,Author,Espen J.,Aarseth
e1e420ec-f9a5-4cf6-969e-f1846cbf04ec,,Author,Espen J.,Aarseth
6df2b19c-4a98-4975-aaa2-c183d1d9ccbc,,Author,Espen J.,Aarseth
cf80036e-9dca-4f9b-b1fa-d93251f3b7e9,,Author,Espen J.,Aarseth
d451c215-70ff-4485-b817-becc3bfaf719,,Author,Espen J.,Aarseth
9e28b830-b69a-41c9-bef4-8f17bd7908ba,,Author,Espen J.,Aarseth
77c0cb82-49ce-4e6e-8506-502d053ba0e4,,Author,Espen J.,Aarseth
5c14a08e-4dc6-44fc-9f06-0a2f905ce1d1,,Author,Espen J.,Aarseth
1f5b7175-673b-47e5-a7db-78d62c96b66d,,Author,Espen J.,Aarseth
cd6c8e87-518d-4e0b-8ec7-442baa7918ff,,Author,Espen J.,Aarseth
cd6c8e87-518d-4e0b-8ec7-442baa7918ff,,Author,Johanna,Blom
b71caa47-1bef-4b5a-a4a2-194db4ac8ed8,,Author,Espen J.,Aarseth
291c18d7-f318-47e6-85bc-d8d0131b13e5,,Editor,Espen J.,Aarseth
5ba6d38a-c062-4398-9b9c-e4a47ab604ab,,Author,Espen J.,Aarseth
625a48a7-80cf-49ab-a46b-ddff586284f6,,Author,Espen J.,Aarseth
1127dedf-44fc-4351-97bc-4f1b500ed181,,Author,Espen J.,Aarseth
1127dedf-44fc-4351-97bc-4f1b500ed181,,Author,Sebastian Martin,Möring
ac2d4289-c93e-4942-9368-e5b52c9ea675,,Author,Espen J.,Aarseth
7784ca25-c50f-45cd-b900-153f5f5d6078,,Author,Espen J.,Aarseth
4962a8c2-d5e2-480e-b734-50adf0693859,,Author,Espen J.,Aarseth
2b076225-3b9e-4c2e-bbd8-0062c4415651,,Editor,Espen J.,Aarseth
41f703d1-d860-4c14-9336-f15c4b3febec,,Author,Espen J.,Aarseth
0fb19dee-cd02-462b-9781-06c77260e6bd,,Author,Espen J.,Aarseth
0fb19dee-cd02-462b-9781-06c77260e6bd,42147e05-f94c-471d-a889-c57a01e4bdd0,Author,Pawel,Grabarczyk
9c541576-e9e0-44cf-9626-94d0840d4a1d,,Author,Espen J.,Aarseth
4ae6a30d-e34c-4350-a1f7-ae9346ba9a55,,Author,Espen J.,Aarseth
f9e35c09-57b2-4190-850e-7bc0568247c6,,Author,Espen J.,Aarseth
f9e35c09-57b2-4190-850e-7bc0568247c6,,Author,Torill Elvira,Mortensen
c8d15d32-be36-4269-ad6f-7ea7cad6c295,,Author,Espen J.,Aarseth
56144d2b-1ffb-4582-b731-7c702dbc2345,,Author,Espen J.,Aarseth
7cd9005a-cb4c-4196-9550-391370b7fb43,,Author,Espen J.,Aarseth
ec299816-b5ad-4b64-9235-cbfed17e7f9e,efa39e70-a80a-4780-b151-ba31b01726bb,Author,Per B.,Brockhoff
d84cf3c5-be69-425c-b9e3-d67bef416753,efa39e70-a80a-4780-b151-ba31b01726bb,Author,Per B.,Brockhoff
206e4f57-ad7a-48e1-b8f2-547fec83acfc,,Author,Lars,Birkedal
4aea84e9-050f-4dfb-a0e8-25f12437ee00,,Author,Iago,Abal
4aea84e9-050f-4dfb-a0e8-25f12437ee00,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Author,Claus,Brabrand
4aea84e9-050f-4dfb-a0e8-25f12437ee00,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
94da0acc-af5a-44ab-abae-f23e1b33987d,,Author,Iago,Abal
94da0acc-af5a-44ab-abae-f23e1b33987d,,Author,Jean,Melo
94da0acc-af5a-44ab-abae-f23e1b33987d,,Author,Stefan,Stanciulescu
94da0acc-af5a-44ab-abae-f23e1b33987d,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Author,Claus,Brabrand
94da0acc-af5a-44ab-abae-f23e1b33987d,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
3d3d590d-89b7-4776-847b-8da1ca104c45,,Author,Iago,Abal
3d3d590d-89b7-4776-847b-8da1ca104c45,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Author,Claus,Brabrand
3d3d590d-89b7-4776-847b-8da1ca104c45,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
0e49901a-4f89-4a2e-a2bd-be21da8efe97,,Author,Iago,Abal Rivas
0e49901a-4f89-4a2e-a2bd-be21da8efe97,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Author,Claus,Brabrand
0e49901a-4f89-4a2e-a2bd-be21da8efe97,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
20021604-4452-4aca-92b7-d50e8c6e565c,,Author,Hugo Andres,Lopez
20021604-4452-4aca-92b7-d50e8c6e565c,,Author,Tijs,Slaats
6debf7dc-176d-444f-ade4-fa1fca0dadb8,,Author,Gabriella,A B Barros
6debf7dc-176d-444f-ade4-fa1fca0dadb8,,Author,Antonios,Liapis
6debf7dc-176d-444f-ade4-fa1fca0dadb8,,Author,Julian,Togelius
6b1d8098-2721-4c5d-9410-4506f4b0cee7,,Author,Jose,Abdelnour-Nocera
c12105e7-b22f-4ca1-87b8-66cfec9378a7,,Author,José,Abdelnour-Nocera
6ca19251-f412-4609-9119-9a585ce507dc,,Author,Jose,Abdelnour-Nocera
f426bd1d-a2f3-4ab3-905c-e1ce0c7a8ba9,,Author,José,Abdelnour-Nocera
a251092c-fca4-40f5-93b7-0447df5a6dec,1052b289-f510-4c5a-9662-2db48c12ebc2,Author,Lene,Nielsen
a251092c-fca4-40f5-93b7-0447df5a6dec,92f6c3f3-0ad2-40fc-b278-69170f87567d,Author,Lars Rune,Christensen
d990a4a8-f5f1-49f9-8d6e-e5899c637b5d,1052b289-f510-4c5a-9662-2db48c12ebc2,Author,Lene,Nielsen
30408dd9-707b-4d4f-8d51-4b745e984e3d,1052b289-f510-4c5a-9662-2db48c12ebc2,Author,Lene,Nielsen
65db9ec9-5687-40e2-80c4-a72f001e4b39,1052b289-f510-4c5a-9662-2db48c12ebc2,Author,Lene,Nielsen
977e2189-d92d-4ed2-9bc8-a5979639647f,1052b289-f510-4c5a-9662-2db48c12ebc2,Author,Lene,Nielsen
1f00fe47-05a3-40bf-a52d-348a237a627d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
008d17d1-03f3-49d2-9e9d-ecae7ca0bc4f,2f293c68-8b2f-4c61-a8c3-6d64d8916bff,Author,Amna ,Abdullah
008d17d1-03f3-49d2-9e9d-ecae7ca0bc4f,9504265d-0046-4e58-b529-256a656c012d,Author,Christian ,Hardmeier
11f79889-98e7-4973-a7f9-904197f9f2ba,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Grönvall
ff07f4c3-ab0b-423e-8a3d-0c1731393b95,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Grönvall
b5e04f1f-3ada-427f-8888-3ebe072d405d,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Grönvall
b5e04f1f-3ada-427f-8888-3ebe072d405d,,Author,Joanna,Saad-Sulonen
152a9c58-5dc0-4a76-9108-55991c9cb081,,Author,Muhammad,Ali Babar
3bfbdcbd-9dd6-4f2b-918d-3339aef61ec3,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
1deb17a0-18a7-44fa-9602-2331a37647da,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
c3b2d09b-dd15-4fcb-8a75-2c1399ae1711,,Editor,Brit Ross,Winthereik
bd22ec84-7453-40e6-a1f1-d6a9633a79c3,,Author,Brit Ross,Winthereik
245a54c0-e953-11dd-8987-000ea68e967b,,Author,Hugo Andrés Lópes,Acosta
597ca280-e1a4-11de-a523-000ea68e967b,,Author,Hugo Andrés López,Acosta
597ca280-e1a4-11de-a523-000ea68e967b,d30b96a8-4f1e-44fa-9bf5-0209bedf0268,Author,Thomas,Hildebrandt
0b6ad680-e1a8-11de-a523-000ea68e967b,,Author,Hugo Andrés López,Acosta
98a5d29e-d62c-4537-8056-03005d789706,,Author,Ada,Ada Ada
98a5d29e-d62c-4537-8056-03005d789706,,Author,Stina Hasse,Jørgensen
98a5d29e-d62c-4537-8056-03005d789706,d37cba38-dff2-4c27-a515-226cfadfd849,Author,Jonas,Fritsch
3a5d4085-710a-4a69-963e-083d772debc8,8e5f2a6c-c817-4a90-b48b-d9171743ad0f,Author,Rob,van der Goot
3a5d4085-710a-4a69-963e-083d772debc8,f073ebac-704d-4236-9206-d1d2ef2be9c3,Author,Barbara,Plank
23475f01-c8d9-465f-9942-92d2a4d905fb,2575c800-642d-4984-9c56-41601cf07a26,Author,Søren,Knudsen
0da408d4-62cf-4912-b55e-6a185253431c,5c50bbc9-ed3d-417f-ba4d-e484eaf536b3,Author,Alessandro,Bruni
a6844348-3cec-4fe0-a055-3489c63221de,5c50bbc9-ed3d-417f-ba4d-e484eaf536b3,Author,Alessandro,Bruni
dce87c22-5b0e-4126-8548-dde5f57b98c7,e6f70fb0-caf1-4736-b583-b0777bc1390f,Author,Riko,Jacob
e5af731e-14eb-4106-a573-ad23f41f1981,,Author,Samuel,Agbesi
e5af731e-14eb-4106-a573-ad23f41f1981,,Author,Asmita,Dalela
e5af731e-14eb-4106-a573-ad23f41f1981,,Author,Jurlind,Budurushi
e5af731e-14eb-4106-a573-ad23f41f1981,1dbd1112-eb47-4406-936c-6807e8845610,Author,Oksana,Kulyk
42787808-611d-48a6-bdde-468d13957ff6,,Author,Samuel,Agbesi
42787808-611d-48a6-bdde-468d13957ff6,,Author,Asmita,Dalela
42787808-611d-48a6-bdde-468d13957ff6,,Author,Jurlind,Budurushi
42787808-611d-48a6-bdde-468d13957ff6,1dbd1112-eb47-4406-936c-6807e8845610,Author,Oksana,Kulyk
fb79e060-db20-4b42-a8ea-74b8c3b2d025,,Author,Samuel,Agbesi
fb79e060-db20-4b42-a8ea-74b8c3b2d025,,Author,Jurlind,Budurushi
fb79e060-db20-4b42-a8ea-74b8c3b2d025,,Author,Asmita,Dalela
fb79e060-db20-4b42-a8ea-74b8c3b2d025,a4d5d125-061e-4594-b4e4-1389a19ff99f,Author,Christina Frederikke,Nissen
fb79e060-db20-4b42-a8ea-74b8c3b2d025,1dbd1112-eb47-4406-936c-6807e8845610,Author,Oksana,Kulyk
47051b93-43ae-48be-9612-eb011ab63493,,Author,Signe,Agerskov
47051b93-43ae-48be-9612-eb011ab63493,09ec1bda-4550-4a83-8480-fe742d77e882,Author,Asger Balle,Pedersen
47051b93-43ae-48be-9612-eb011ab63493,,Author,Roman,Beck
ccdd88d5-dfb3-4463-b0b5-6b8677e4f51e,,Author,Signe ,Agerskov
ccdd88d5-dfb3-4463-b0b5-6b8677e4f51e,,Author,Roman,Beck
38c9f80c-7c3f-4635-ba6a-acf6fc098ea4,,Author,Pernille,Kræmmergaard
a112ab9f-9eb5-47ed-a5de-2c3f344df463,,Author,Zeljko,Agic
a112ab9f-9eb5-47ed-a5de-2c3f344df463,879e7ac4-e64c-4c5f-9591-421e56cd0678,Author,Natalie,Schluter
ba9c82be-0413-4d81-bf2c-75fad794a84b,,Author,Zeljko,Agic
ba9c82be-0413-4d81-bf2c-75fad794a84b,879e7ac4-e64c-4c5f-9591-421e56cd0678,Author,Natalie,Schluter
a5d9cfb2-0482-42da-8ef2-f5260f23e618,,Author,Zeljko,Agic
00ef2199-9e6d-4a52-ab71-0e2a1256cfdf,,Author,Zeljko,Agic
00ef2199-9e6d-4a52-ab71-0e2a1256cfdf,879e7ac4-e64c-4c5f-9591-421e56cd0678,Author,Natalie,Schluter
25ffc78e-3f24-4782-af6c-84c786546158,53c45a58-4c3c-424c-80a2-c39e733fd7c3,Author,Radu-Cristian,Curticapean
8eaf609f-8115-4a9a-a294-1163b9e8d2d5,,Author,Thomas Dybdahl,Ahle
8eaf609f-8115-4a9a-a294-1163b9e8d2d5,,Author,Rasmus,Pagh
8eaf609f-8115-4a9a-a294-1163b9e8d2d5,,Author,Francesco,Silvestri
a0d5fc29-0252-4510-bdb5-3ac2ceb0c76b,,Author,Thomas Dybdahl,Ahle
a0d5fc29-0252-4510-bdb5-3ac2ceb0c76b,,Author,Rasmus,Pagh
a0d5fc29-0252-4510-bdb5-3ac2ceb0c76b,5f52759c-418a-41b7-bbdb-050492677284,Author,Martin,Aumüller
56d911d0-642c-47ab-957d-ace45e0e883c,,Author,Thomas Dybdahl,Ahle
56d911d0-642c-47ab-957d-ace45e0e883c,,Author,Rasmus,Pagh
44474735-81b1-401e-9294-b1bfbc0884fb,,Author,Thomas Dybdahl,Ahle
e14f37f2-46da-4629-af08-b85937b53784,,Author,Aakash,Ahmad
3bc4cab6-57be-4110-9ec3-1efbad630316,,Author,Aakash,Ahmad
e5e657e2-fc36-45eb-86c1-ecc9caf29362,,Author,Aakash,Ahmad
e5e657e2-fc36-45eb-86c1-ecc9caf29362,,Author,Muhammad Ali,Babar
4a510cfc-2e97-4951-81e0-abf9fe0032b6,,Author,Aakash,Ahmad
4a510cfc-2e97-4951-81e0-abf9fe0032b6,,Author,Muhammad Ali,Babar
f6d1d3e1-6dbe-4f42-bdba-60c43b4a5c01,d43519a1-5bf4-4290-a053-fe55459ca88a,Author,Sven Matthias,Peldszus
bb40de6e-179d-4c30-9537-20e60c8a0587,,Author,Zaheer,Ahmed
bb40de6e-179d-4c30-9537-20e60c8a0587,,Author,Diako,Mardanbegi
bb40de6e-179d-4c30-9537-20e60c8a0587,5ad9c220-e37f-443a-8a31-fc4abf365db5,Author,Dan Witzner,Hansen
a7e63739-2e76-416a-a425-74d23c8d6a35,,Author,Philippe,Bonnet
19e411fc-a54b-46fe-97df-76d5d15dc482,8e5f2a6c-c817-4a90-b48b-d9171743ad0f,Author,Rob,van der Goot
d98f5034-e483-4299-a81f-08d2f03ac14e,39f7afe3-fd9c-4ac5-8ba1-fa2f2826ab8c,Author,Paloma,Thomé de Lima
3918fa3b-a409-4469-ba34-27ae15a6dc5e,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Author,Hasib,Ahsan
3918fa3b-a409-4469-ba34-27ae15a6dc5e,92f6c3f3-0ad2-40fc-b278-69170f87567d,Author,Lars Rune,Christensen
43c93d75-4474-4d4f-a9eb-296e477ef4b4,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Author,Hasib,Ahsan
43c93d75-4474-4d4f-a9eb-296e477ef4b4,92f6c3f3-0ad2-40fc-b278-69170f87567d,Author,Lars Rune,Christensen
5a6d3228-5d5d-4e76-9c07-e055d7709304,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Author,Hasib,Ahsan
5a6d3228-5d5d-4e76-9c07-e055d7709304,92f6c3f3-0ad2-40fc-b278-69170f87567d,Author,Lars Rune,Christensen
6e20cf74-0eac-4e6f-87ea-5bf9927612f8,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Author,Hasib,Ahsan
af65277d-47a2-4881-84e1-e36103e362fb,0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7,Author,Hasib,Ahsan
fd20ae8f-3b79-49b3-bc42-dab8d13bd06e,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Author,Luca Maria,Aiello
00a78b46-d8bb-4840-8ddc-8110e37b0035,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Author,Luca Maria,Aiello
ff25188e-1a00-458c-9cc9-495a1baf903e,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Author,Luca Maria,Aiello
ff25188e-1a00-458c-9cc9-495a1baf903e,,Author,Anastassia,Vybornova
ff25188e-1a00-458c-9cc9-495a1baf903e,2ef641d0-bd79-425b-8b12-b58d74b993ae,Author,Michael,Szell
cf51af50-7bfc-4065-acaa-0aec1928e5a0,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Author,Luca Maria,Aiello
632a3dfb-2a2e-4d74-a846-47e698afa7bd,db64c222-0674-4eab-9f09-7f9ea1c483e3,Author,Vedran,Sekara
e8949840-ebc5-11dd-8987-000ea68e967b,,Author,Mai Lise,Ajspur
e8949840-ebc5-11dd-8987-000ea68e967b,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
c83ff2ce-821b-43d7-87b3-dcaacb5565a1,,Author,Mai Lise,Ajspur
c83ff2ce-821b-43d7-87b3-dcaacb5565a1,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
ee6a56da-1acc-4e7a-8c83-90bd71f0f896,,Author,Mai Lise,Ajspur
ee6a56da-1acc-4e7a-8c83-90bd71f0f896,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
7480f223-588f-4804-91ca-bc96a64ccb74,,Author,Mai Lise,Ajspur
7480f223-588f-4804-91ca-bc96a64ccb74,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
f4609ac2-4a25-4d98-9615-9f05fe7a7946,,Author,Mai Lise,Ajspur
f4609ac2-4a25-4d98-9615-9f05fe7a7946,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
272fcd21-a9e2-4780-a24b-9cb189389c06,,Author,Mai Lise,Ajspur
272fcd21-a9e2-4780-a24b-9cb189389c06,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
dce07c59-4855-4dfb-8293-d0f4cb45d8c8,,Author,Mai Lise,Ajspur
dce07c59-4855-4dfb-8293-d0f4cb45d8c8,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Author,Rune Møller,Jensen
830a4b3d-a984-40d3-8712-f7d6b6e3c216,9504265d-0046-4e58-b529-256a656c012d,Author,Christian,Hardmeier
8bb0682a-23b7-4fa2-b369-afe8f7ffb8d6,,Author,Mika Yasuoka,Jensen
b9648c71-598f-462e-b8bc-6c26a464490c,e6f70fb0-caf1-4736-b583-b0777bc1390f,Author,Riko,Jacob
d4f2a6d5-43de-4779-8cf8-b7b26262d3e1,3ec363e3-83f0-4dd8-9b2d-b87a7d34dc55,Author,Eleni Tzirita,Zacharatou
c531bcec-602a-4fc3-ba37-27291dc776d6,,Author,Adam,Alami
c531bcec-602a-4fc3-ba37-27291dc776d6,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
c531bcec-602a-4fc3-ba37-27291dc776d6,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
e4c4deef-51f8-4683-834f-fa57c5f1aa43,,Author,Adam,Alami
e4c4deef-51f8-4683-834f-fa57c5f1aa43,e9d14210-bc71-4824-b7cf-fd1448d022ab,Author,Marisa,Cohn
e4c4deef-51f8-4683-834f-fa57c5f1aa43,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
0708be72-ae46-429e-93ac-e49041b5bb04,,Author,Adam,Alami
0708be72-ae46-429e-93ac-e49041b5bb04,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
ae2d1ebe-9b1e-4dfd-a5d3-3d0ea3c2ec5a,,Author,Adam,Alami
ae2d1ebe-9b1e-4dfd-a5d3-3d0ea3c2ec5a,e9d14210-bc71-4824-b7cf-fd1448d022ab,Author,Marisa,Cohn
ae2d1ebe-9b1e-4dfd-a5d3-3d0ea3c2ec5a,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
bc4bd19d-054b-4684-97f1-1bde2a54ebca,,Author,Adam,Alami
bc4bd19d-054b-4684-97f1-1bde2a54ebca,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
b214c773-476b-4a5b-a448-bdbc547d4c6f,,Author,Adam,Alami
b214c773-476b-4a5b-a448-bdbc547d4c6f,,Author,Maria,Paasivaara
f1813e65-406d-49df-a633-1c8fe70d9b10,,Author,Adam,Alami
f1813e65-406d-49df-a633-1c8fe70d9b10,74a08deb-18e1-48d0-a86e-ed6675da92ab,Author,Christian,Østergaard Madsen
f1813e65-406d-49df-a633-1c8fe70d9b10,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
67d84e33-ffb9-4ebb-90d0-0a6cd9d2935a,,Author,Adam,Alami
67d84e33-ffb9-4ebb-90d0-0a6cd9d2935a,d05daa00-c3d6-4a89-ba14-cfd1847fb0cc,Author,Raúl,Pardo
67d84e33-ffb9-4ebb-90d0-0a6cd9d2935a,e9d14210-bc71-4824-b7cf-fd1448d022ab,Author,Marisa,Cohn
67d84e33-ffb9-4ebb-90d0-0a6cd9d2935a,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
051af2e1-966f-4215-bcf5-14e9d190614d,,Author,Adam,Alami
051af2e1-966f-4215-bcf5-14e9d190614d,74a08deb-18e1-48d0-a86e-ed6675da92ab,Author,Christian,Østergaard Madsen
051af2e1-966f-4215-bcf5-14e9d190614d,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
afdfd15a-3049-4d09-8393-5d5319685f5c,,Author,Adam,Alami
afdfd15a-3049-4d09-8393-5d5319685f5c,74a08deb-18e1-48d0-a86e-ed6675da92ab,Author,Christian,Østergaard Madsen
afdfd15a-3049-4d09-8393-5d5319685f5c,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
b6c4526e-26a7-47e4-93b2-b16544ae00fe,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
b6c4526e-26a7-47e4-93b2-b16544ae00fe,,Author,Maria,Paasivaara
07231397-bf6d-4bf7-8c0d-54d018f2ecec,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
6046a1a1-81d6-46c2-9171-0fd788d173af,,Author,Adam,Alami
6046a1a1-81d6-46c2-9171-0fd788d173af,,Author,Mansooreh,Zahedi
6046a1a1-81d6-46c2-9171-0fd788d173af,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
709c1ce6-86b3-46d0-b09e-3a9f56758723,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
d9170780-fa22-4ace-8ff3-2ad7c6deea94,d05daa00-c3d6-4a89-ba14-cfd1847fb0cc,Author,Raúl,Pardo
1dfb4a5a-ddaa-4ed1-9cb3-5c08ee5bc358,,Author,Adam,Alami
1817adb2-8420-4846-8510-54daea0731cb,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Author,Oliver,Krancher
b229df50-d4bf-4435-bb7a-466f73ceba32,,Author,John Paulin,Hansen
19a3ec7a-1fe2-46d2-9e16-00a36352c9bc,,Author,John Paulin,Hansen
ab3d2256-f4af-42ea-bdde-6cdaf250aad9,,Author,Mar,Alaranta
2ceb4af1-4111-4665-b27c-01af54ee8db7,,Author,Mar,Alaranta
f459eb59-6fe3-497c-bd77-310a695e51fb,,Author,Mar,Alaranta
8760a5f0-bb39-4583-8b67-450b9e580b67,,Author,Mar,Alaranta
8760a5f0-bb39-4583-8b67-450b9e580b67,a22e85da-82e3-410d-8ef1-31407362ba19,Author,Louise Harder,Fischer
2fc1effa-4e97-47e9-b88d-91ff05f04f22,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
413e1b6b-3692-411a-b402-99045240c903,,Author,Magda,Pischetola
b51bc92c-b6fd-4295-9e28-3a32b0a807d4,,Author,Magda,Pischetola
091513bd-fb26-4838-ad2d-51ce2833a6ae,2ef641d0-bd79-425b-8b12-b58d74b993ae,Author,Michael,Szell
d2a3c336-a233-41e3-93ef-284c41e4c760,2ef641d0-bd79-425b-8b12-b58d74b993ae,Author,Michael,Szell
19127cf2-4e19-4393-8d93-864075992cef,,Author,Muhammad,Ali Babar
28b5658b-8c06-49a6-8747-0a18de6e12b9,,Author,Muhammad,Ali Babar
46d67f32-35ac-44c8-9620-4ff2e0ca13da,1abda59f-c493-4824-a7b1-7470d66f08d1,Author,Stefan,Heinrich
68f37b08-8ccb-4ed1-b555-53a4ae79afb5,,Author,Muhammad,Ali Babar
