paperUUID,expertUUID,role,name,lastname
39f7df2e-9892-44e1-80b5-e91d78a1d8b7,,Author,David,Kadish
15b1c19a-a981-48d2-9e38-ee95ff8c994a,,Author,David,Kadish
0498c018-9fad-4cdb-985a-4a7e1856cf66,,Author,David,Kadish
0498c018-9fad-4cdb-985a-4a7e1856cf66,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Author,Sebastian,Risi
bd809908-eab1-4a12-b3dd-7b7cd8083554,,Author,David,Kadish
ee82d876-099e-49b9-9242-97630fda59ab,,Author,David,Kadish
a07ad16c-0e45-4cd3-8072-087fbfb01c93,,Author,David,Kadish
a07ad16c-0e45-4cd3-8072-087fbfb01c93,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
0bc7e113-9fb8-4316-b763-ec7529e03c2d,,Author,David,Kadish
0bc7e113-9fb8-4316-b763-ec7529e03c2d,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Author,Sebastian,Risi
0bc7e113-9fb8-4316-b763-ec7529e03c2d,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Author,Anders Sundnes,Løvlie
f7b93f61-ede4-47fb-bbe0-5dcb1dbb0e04,,Author,David,Kadish
fb286952-5514-47bd-92cd-5c6a5d659f54,c40e1e8a-50ee-4a7c-b7f0-2fc0fdd62adc,Author,Anna,Rogers
cba86635-6472-4a70-ac4f-7c4ccd771497,cf6cfa0b-e3ac-4164-8de2-b956d8e23825,Author,Elisa D.,Mekler
b923ac18-0251-4424-a4c4-4b87c4376a1b,,Author,Pernille Kræmmergaard,Jensen
19f9a558-e01f-4434-ab26-8e9e3710a66b,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
34cc44ab-bcd8-41ab-b80e-2145d70b8e27,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
d8b88320-31e7-445d-aaab-37979e5cb88a,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
965a7900-5f32-4c5d-b270-0221b7569d04,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
8611d8d8-fcb6-4e80-ad3f-fdf27e6bdc68,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
1d7a3624-1b13-4959-b158-4b1133babdbc,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
d859d7ae-52ea-4bf1-9866-b11e8621e59e,7dd2f4fa-dd14-4676-8f1a-f719f213f64f,Author,Eduard,Kamburjan
4fb9a206-20d5-4ef1-a63f-56fd801cc395,,Author,Aske,Kammer
2d66a492-766d-4d89-bae3-27de1da6ad74,,Author,Aske,Kammer
ca33fe33-57a2-4ca0-aee1-5f82bd99b834,,Author,Aske,Kammer
a2d330bd-8e07-4af5-81c5-5a078602b2ca,,Author,Aske,Kammer
6fa6eb6c-7b32-484a-bcf6-de6b09b9f9f9,,Author,Aske,Kammer
266fdf49-cde1-4b46-b20a-24cc45b60100,,Author,Aske,Kammer
29eed350-c3c0-41c1-acf8-78bfba365263,,Author,Aske,Kammer
4be686b1-e849-4f32-a635-117bb638d4c6,,Author,Aske,Kammer
fee493cf-420c-4084-ae31-1004703bdf15,,Author,Aske,Kammer
9e71d1af-3969-4900-8200-47a1cb128941,,Author,Aske,Kammer
816036a9-57f9-40e1-aaec-e95053d49326,,Author,Aske,Kammer
f6a1b8bb-c824-4925-960a-b095c6575e52,,Author,Aske,Kammer
c37110b3-2dc0-45d3-a76e-d2e3b46bed70,,Author,Aske,Kammer
b050542b-aa53-433c-bb45-3e12d3093758,,Author,Aske,Kammer
fac47962-6e64-483b-acb9-d8aa55ac1c7d,,Author,Aske,Kammer
0bef0f25-d078-4567-9b0d-b05e77ba920c,,Author,Aske,Kammer
0a22c56f-093b-4996-a139-7323aa912470,,Author,Aske,Kammer
5f67b61b-aeea-462a-ae04-076fc9c84691,,Author,Aske,Kammer
0fd1b426-e93f-4520-95ac-7b80137b21c0,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Author,Paolo,Burelli
e7843e81-689d-430c-89b0-39032a17606e,f073ebac-704d-4236-9206-d1d2ef2be9c3,Author,Barbara,Plank
1e299c0a-d3e0-48f1-a332-034868a0ec54,b611f406-3531-4b9a-a511-831d28cf62ef,Author,Anna,Brynskov
3e5831d0-e272-11de-a523-000ea68e967b,,Author,Georgios N.,Yannakakis
b086e617-99ca-4a0f-b4a1-bfd638245058,d5c3a434-36d5-4861-862d-3c5b3e332121,Author,Zoi,Kaoudi
b086e617-99ca-4a0f-b4a1-bfd638245058,,Author,Niv,Dayan
2183f256-22fe-4f67-a419-8a135e3cd81f,,Author,Helena,Karasti
e2a833a0-7f5a-469b-9a39-00e7112122be,20ad2ae0-df32-484d-84ed-f65810600cfa,Author,Konstantinos,Floros
471162bd-173d-497a-a70a-d0e4630a3539,bb404350-dc8d-4345-965f-a3602b726014,Author,Tim,Seppelt
83364856-9986-4439-a98b-109375865923,bb404350-dc8d-4345-965f-a3602b726014,Author,Tim,Seppelt
f23c8b0d-14f0-4224-b7e4-dd38061cbdc3,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Author,Anna,Vallgårda
12f1f119-c294-4a4d-b446-a4033090ff85,,Author,Julian,Togelius
9e9f5cf1-c395-49a1-81ab-682e5e6a7227,,Author,Maria,Karampela
9e9f5cf1-c395-49a1-81ab-682e5e6a7227,,Author,Minna,Isomursu
96cb67e6-b197-4c0e-a27f-423bb32b7eac,,Author,Maria,Karampela
96cb67e6-b197-4c0e-a27f-423bb32b7eac,,Author,Minna,Isomursu
1715cbac-433b-4028-9b61-9981529033a0,,Author,Maria,Karampela
1715cbac-433b-4028-9b61-9981529033a0,,Author,Minna,Isomursu
de43ac26-61d6-4406-b59e-63c95b252bf0,,Author,Maria,Karampela
de43ac26-61d6-4406-b59e-63c95b252bf0,,Author,Minna,Isomursu
83da0d2e-5b4e-44fb-9b20-063c1b8b73e4,,Author,Maria,Karampela
d390cf62-2656-4b7d-8d9b-1b95c623769f,,Author,Maria,Karampela
d390cf62-2656-4b7d-8d9b-1b95c623769f,,Author,Minna,Isomursu
0ec0f98c-d310-4bf6-8c40-4333b4a165ca,,Author,Maria,Karampela
0ec0f98c-d310-4bf6-8c40-4333b4a165ca,,Author,Minna,Isomursu
0b7fd76f-a46b-483f-8ac0-2ac59dfd282d,,Author,Maria,Karampela
0b7fd76f-a46b-483f-8ac0-2ac59dfd282d,,Author,Minna,Isomursu
9bc532b7-4acd-4c03-935c-ca3ff330d1d6,528393a3-e784-47a8-85be-c81d44c393bd,Author,Sanna-Maria,Marttila
9bc532b7-4acd-4c03-935c-ca3ff330d1d6,,Author,Joanna,Saad-Sulonen
4c06c283-150a-494b-817d-1112711b6868,,Author,Helena,Karasti
4c06c283-150a-494b-817d-1112711b6868,,Author,Andrea,Botero
4c06c283-150a-494b-817d-1112711b6868,,Author,Joanna,Saad-Sulonen
6e438a86-5925-4ed4-8b19-0d150aa3887b,d9376c00-8047-4c1b-b86a-e2f5e00018b3,Author,Pelin,Karaturhan
6e438a86-5925-4ed4-8b19-0d150aa3887b,f2b81a70-1d6c-42d1-a3b5-1d4338be4b8c,Author,Claire,Glanois
6e438a86-5925-4ed4-8b19-0d150aa3887b,d37cba38-dff2-4c27-a515-226cfadfd849,Author,Jonas,Fritsch
d1936a80-6116-4d83-84b3-952ad6d30e19,d9376c00-8047-4c1b-b86a-e2f5e00018b3,Author,Pelin,Karaturhan
d1936a80-6116-4d83-84b3-952ad6d30e19,,Author,Søren Lyngsø,Knudsen
d1936a80-6116-4d83-84b3-952ad6d30e19,d37cba38-dff2-4c27-a515-226cfadfd849,Author,Jonas,Fritsch
7f570915-0a8c-40db-9faa-3d0595612e20,44c88dce-966d-46f3-88a8-2014e39197b9,Author,Hans-Joachim,Backe
baf583e9-6995-42c0-922a-f4c490678e35,ac400e55-5188-4efd-872a-12df089e7068,Author,Ehsan,Yousefzadeh-Asl-Miandoab
baf583e9-6995-42c0-922a-f4c490678e35,63342b24-28ec-40c5-a7d9-ec49867dc75d,Author,Pinar,Tözün
db219f4f-aa9c-43d5-8f71-32a3b971757e,22ec9269-2fff-4dbf-a9c7-5037559a15ee,Author,Anders Sundnes,Løvlie
04dbe54c-f97b-4c5b-8450-d66b32441671,3dac6e0e-2770-4c5e-b32a-d7750523516f,Author,Jonas Valbjørn,Andersen
926818e6-6f45-4641-b684-d46490059993,3d49de50-0620-46fe-ae15-53b12dfb8649,Author,Björn,Karlsson
7ab4c71c-5a57-4d63-99e4-03f1c7eba8ea,3d49de50-0620-46fe-ae15-53b12dfb8649,Author,Björn,Karlsson
7ab4c71c-5a57-4d63-99e4-03f1c7eba8ea,443362d7-b255-460d-a559-0fa80a8d9fbc,Author,Vasilis,Galis
2ba486b1-0f8e-4656-ac3a-2cd659eb0edf,805cae2a-3462-4130-88de-cc7d94aec0a5,Author,Vasiliki,Tsaknaki
c016d87e-1895-4d50-a2ff-9695b3a5536e,c40e1e8a-50ee-4a7c-b7f0-2fc0fdd62adc,Author,Anna,Rogers
617e0a9c-71cf-4423-9580-557f5b7c11bc,5041f387-908f-4845-9f79-3a6dbd527f4b,Author,Michael,Hockenhull
72af3413-c476-4a58-be63-b8b62eb9d712,fea53dc2-758b-4dc3-962c-68e0b52d2925,Author,Mahya Mohammadi,Kashani
72af3413-c476-4a58-be63-b8b62eb9d712,,Author,Jeremy P.,Coffelt
72af3413-c476-4a58-be63-b8b62eb9d712,a39b94ff-e1b6-4b96-8404-486167a9123d,Author,Andrzej,Wasowski
33bb2a1c-f899-4c6e-a13b-2c343742cb09,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
ad06e813-d0b2-45da-8fa8-44ed4d82e235,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
5e708384-33d2-4d16-b5ee-3cfa80600055,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
51dcda29-f7d5-4d66-aa54-c314590eca98,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
1c75aad1-cda8-4521-b602-7752016af5c1,9dd22344-26d5-46f4-9c29-9623e4cc73b5,Author,Mesut,Kaya
1c75aad1-cda8-4521-b602-7752016af5c1,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
b1c4f2bf-9517-4858-bb91-3c8881d9a192,ddcdfda8-c5ea-4e67-b0ea-21ba86966197,Author,Martin,Pichlmair
c0b93b8e-581c-4b52-a049-4f01bbb30185,,Author,Erol,Kazan
f3a12148-3d30-4514-805a-873ffa3ce7dc,,Author,Erol,Kazan
897b75ec-bebe-4bad-9c74-a66ff33fa1e8,64730011-f493-4dbb-abf6-b48924ddc794,Author,Amelia,Jiménez Sánchez
22b3b200-8ef0-11dd-8006-000ea68e967b,,Author,Simeon,Keates
42c15820-8ef2-11dd-8006-000ea68e967b,,Author,Simeon,Keates
2b8693e0-8ef3-11dd-8006-000ea68e967b,,Author,Simeon,Keates
580f8740-8ef4-11dd-8006-000ea68e967b,,Author,Simeon,Keates
6cd3137b-3710-4209-93a5-630f18a24050,,Author,Simeon,Keates
218b94ab-eb68-4f04-b3b2-d7cd43936f87,,Author,Simeon,Keates
f12709d4-9be5-42f3-8a3e-6bc6a4d24f8e,,Author,Simeon,Keates
72a601d9-bf24-4017-9911-3131c6bc2468,,Author,Martin,Zachariasen
9b69984e-c79a-4308-96e0-02d8148e3790,,Author,Martin Tvede,Zachariasen
61453a2f-5ebb-4688-88c8-fd9c094f0c33,8785f18a-1bf3-4c63-8d8b-d3e5d516ca40,Author,Payam,Zahadat
7514e3a6-a903-4e3f-97a9-5ad80d1cd07c,8785f18a-1bf3-4c63-8d8b-d3e5d516ca40,Author,Payam,Zahadat
59f5cbc1-d2fd-4cdb-b91a-65ec79b39c73,8785f18a-1bf3-4c63-8d8b-d3e5d516ca40,Author,Payam,Zahadat
b65310a3-743a-4c91-98a6-14e8e8a30cf4,,Author,Roman,Beck
ccd69fb5-e205-4068-b4e2-b23d129adce8,,Author,Julian,Togelius
ccd69fb5-e205-4068-b4e2-b23d129adce8,,Author,Georgios N.,Yannakakis
d4c31049-89a0-472b-b7e5-7f048c246c24,1abda59f-c493-4824-a7b1-7470d66f08d1,Author,Stefan,Heinrich
c1138ecd-927b-4050-b59c-5be0ae45812e,1abda59f-c493-4824-a7b1-7470d66f08d1,Author,Stefan,Heinrich
11074d82-e10a-4f3e-828c-737bff3fae76,1abda59f-c493-4824-a7b1-7470d66f08d1,Author,Stefan,Heinrich
66e34fd1-d714-434d-99ce-78ac5a0983a3,,Author,Pietari,Keskinen
66e34fd1-d714-434d-99ce-78ac5a0983a3,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
fa01f2cb-f4a7-4f41-8b8b-73eb0b8186bc,,Author,Mads,Frost
8723c998-7a3e-48c2-86a4-7ed0e268c5a0,a4c1604d-b01f-46ef-baf3-74d2a8046d6b,Author,Jörn ,Christiansson
33e37f53-c888-4952-baf0-0bf7613e1fe9,,Author,Rilla,Khaled
a892da4e-b609-4484-b6ce-86e68d3b9752,,Author,Rilla,Khaled
d5d4128b-3406-453f-a075-9149112d9393,,Author,Rilla,Khaled
d5d4128b-3406-453f-a075-9149112d9393,e4e94078-69c9-4ea3-92fe-6266f55511ea,Author,Pippin James,Barr
5b776f66-ae1d-48ab-825d-34b12035bf75,,Author,Rilla,Khaled
20bd62c8-84ef-4a88-ac5f-e2589ed81dca,,Author,Rilla,Khaled
37d75436-9f08-4e65-bfb1-ab3d8ea32e3d,,Author,Rilla,Khaled
ccccbfc3-230d-4189-9026-15537e384372,,Author,Rilla,Khaled
ccccbfc3-230d-4189-9026-15537e384372,,Author,Mark Jason,Nelson
ccccbfc3-230d-4189-9026-15537e384372,e4e94078-69c9-4ea3-92fe-6266f55511ea,Author,Pippin James,Barr
aad410d1-f0d6-4450-959d-2ec9ea0e886e,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
aad410d1-f0d6-4450-959d-2ec9ea0e886e,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
6b7f17cf-0e65-4a51-ac45-b6568c687027,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
6b7f17cf-0e65-4a51-ac45-b6568c687027,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
6943f898-477c-471c-9455-0a24859d386b,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
66fc16df-78c4-401c-ba6e-4550d89c57c9,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
66fc16df-78c4-401c-ba6e-4550d89c57c9,,Author,Mathias Dybkjær,Larsen
66fc16df-78c4-401c-ba6e-4550d89c57c9,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
79c2de12-30d8-4d62-ae3b-76c49de1dfa1,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
79c2de12-30d8-4d62-ae3b-76c49de1dfa1,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
c0a27fae-e788-4cc8-bcb0-38ae1c739a7f,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
c0a27fae-e788-4cc8-bcb0-38ae1c739a7f,,Author,Aaron,Duane
c0a27fae-e788-4cc8-bcb0-38ae1c739a7f,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
b9c3dac2-c79e-4d6c-8326-bcf082afd8e4,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
b9c3dac2-c79e-4d6c-8326-bcf082afd8e4,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
b9c3dac2-c79e-4d6c-8326-bcf082afd8e4,,Author,Mathias Dybkjær,Larsen
c338cde4-7b5e-47f9-8998-00be5f62567f,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
c338cde4-7b5e-47f9-8998-00be5f62567f,bd52cb95-025e-4106-9c13-1345c76dcbfe,Author,Björn Thór,Jónsson
4fcd052b-482e-41fa-a452-9cb3be1b4dc3,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
b94b9508-dcb6-43e0-b289-b15dbf92e28f,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
b94b9508-dcb6-43e0-b289-b15dbf92e28f,,Author,Aaron,Duane
36144fab-8304-4ab9-91d8-34d77a4d63b5,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
1d14af87-3eb3-419c-867d-72e4420b7f5f,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
1d14af87-3eb3-419c-867d-72e4420b7f5f,,Author,Aaron,Duane
cd2c43d2-031b-4e20-9861-c65de4a6ae56,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
4854effc-2344-4980-9679-6338ba5f6500,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
738ed2db-7cd2-4f82-940d-95d01fbdbeda,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
ae39e909-82c9-4c4e-9686-c86547f948ab,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
ee7265c9-f992-40c4-80a8-8023634e0be6,857b3b5b-92d4-43b3-861c-d8efbdbe3b16,Author,Omar Shahbaz,Khan
c60481f5-3b1d-4378-91fc-40a7273df9e1,9ccc3d10-9e1d-4947-bd62-5d789604477e,Author,Emily Laue,Christensen
c60481f5-3b1d-4378-91fc-40a7273df9e1,,Author,Maria,Paasivaara
baae1bb0-2fd8-42a1-b4b6-271787f6ab84,13f2be7b-37ab-4ab3-b5c3-90d54e1515dc,Author,Jonas L.,Juul
baae1bb0-2fd8-42a1-b4b6-271787f6ab84,,Author,Anders,Jensen
d5fc1b95-950c-422e-b09f-761a0282465d,,Author,Jari,Kickbusch
d5fc1b95-950c-422e-b09f-761a0282465d,,Author,Lone,Malmborg
dcbf8603-1ba5-4a72-b58b-8d469cb15c03,3ec363e3-83f0-4dd8-9b2d-b87a7d34dc55,Author,Eleni Tzirita,Zacharatou
aedf4cf5-f14d-47fe-a99b-b0dcfc0d8fa2,8e5f2a6c-c817-4a90-b48b-d9171743ad0f,Author,Rob van der,Goot
21b27e3c-aedb-4f98-9f59-2dd86ae055f3,,Author,Teresa,Almeida
0c090424-296c-4c96-9e07-a912604dbdd6,,Inventor,Yun-Gyung,Cheong
9a084045-a52c-4c36-8e43-0673628dc05b,,Inventor,Byung Chull,Bae
9a084045-a52c-4c36-8e43-0673628dc05b,,Inventor,Yun-Gyung,Cheong
8130b28a-dc83-4fb8-9f6f-678fc6a2eb65,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Grönvall
9807b8e4-fa0b-4d65-b752-f04d17c4c1db,,Author,Thomas,Pederson
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Jakob,Bardram
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Morten,Esbensen
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Steven,Houben
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Rilla,Khaled
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Thomas,Pederson
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Gian David,Perrone
7df64fa6-2110-4a9b-b886-8361da635319,,Author,Juan David Hincapie,Ramos
25e1798b-219a-466b-b835-311e6734ae17,f11b0cc1-ad9f-4b12-b805-65b70e5bcd65,Author,Rachel,Douglas-Jones
851ba76c-b2c3-4dc8-84da-6bafc0172c54,,Author,Joseph Roland,Kiniry
fcc5c284-521a-424a-9657-c7addfd4d6de,,Author,Joseph Roland,Kiniry
d49037db-db32-403c-9234-c2dcf7c70af2,,Author,Joseph Roland,Kiniry
93e2935d-9e21-42b2-9d61-e68c3059cf4b,,Author,Joseph Roland,Kiniry
33e65534-1384-45c6-bbb6-ca1b6a4f1610,,Author,Joseph Roland,Kiniry
33e65534-1384-45c6-bbb6-ca1b6a4f1610,,Author,Daniel ,Zimmerman
2cca7e98-e054-49c9-977d-8c9fc1272834,,Author,Joseph Roland,Kiniry
2cca7e98-e054-49c9-977d-8c9fc1272834,,Author,Daniel ,Zimmerman
51cd0968-7b30-4b50-b2ee-1da5f4ba889f,,Author,Joseph Roland,Kiniry
51cd0968-7b30-4b50-b2ee-1da5f4ba889f,,Author,Josu,Martinez
d6cc7ff5-fdb1-434c-baac-baa668e39f62,,Author,Joseph Roland,Kiniry
d6cc7ff5-fdb1-434c-baac-baa668e39f62,,Author,Dermot,Cochran
d6cc7ff5-fdb1-434c-baac-baa668e39f62,,Author,Joseph Roland,Kiniry
0ea18c38-9577-474f-a231-7b7760b95960,785a7089-e58e-4aaa-986d-ae0e615ba508,Author,Leon,Derczynski
78aa13f7-5150-4002-8315-a99a097fd890,a4c1604d-b01f-46ef-baf3-74d2a8046d6b,Author,Jörn,Christiansson
78aa13f7-5150-4002-8315-a99a097fd890,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Grönvall
c4ada506-a42e-465f-88b3-4007eccdc03e,,Author,Andreas Søeborg,Kirkedal
c4ada506-a42e-465f-88b3-4007eccdc03e,f073ebac-704d-4236-9206-d1d2ef2be9c3,Author,Barbara,Plank
c4ada506-a42e-465f-88b3-4007eccdc03e,785a7089-e58e-4aaa-986d-ae0e615ba508,Author,Leon,Derczynski
c4ada506-a42e-465f-88b3-4007eccdc03e,879e7ac4-e64c-4c5f-9591-421e56cd0678,Author,Natalie,Schluter
592b099d-7681-4c81-bfc5-7b9ce5ac7d7b,,Author,Andreas Søeborg,Kirkedal
592b099d-7681-4c81-bfc5-7b9ce5ac7d7b,d2ab0b30-780c-495a-abfe-963f1dfaddd3,Author,Marija,Stepanovic
592b099d-7681-4c81-bfc5-7b9ce5ac7d7b,f073ebac-704d-4236-9206-d1d2ef2be9c3,Author,Barbara,Plank
421b9e27-2e97-4f3e-b59e-120bf2cf9fe9,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
421b9e27-2e97-4f3e-b59e-120bf2cf9fe9,,Author,Mace,Ojala
421b9e27-2e97-4f3e-b59e-120bf2cf9fe9,,Author,Line,Henriksen
4a0c7930-e17d-4f1c-a5d8-abf5cc36e06e,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
8f6fbbf1-8efe-43a4-96d4-6f5bc2f710f5,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
4ffd7216-c5ff-4765-940a-518cb6a1ac35,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
e1f5737f-6ae7-47d8-9cb1-7992f06c6628,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
a102656d-628f-43fc-83e8-b264029e3953,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
a3657337-d630-431b-8b1f-6486a4456739,0c46864b-a7f8-4439-aeda-0781f77bfe88,Author,Katrine Meldgaard,Kjær
290520b1-65c7-485f-a536-4c822d6bb036,5ad9c220-e37f-443a-8a31-fc4abf365db5,Author,Dan Witzner,Hansen
2fa7f3ef-7ff0-44cb-a2ea-e57925008452,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
dea6e5fc-467c-4c89-aefb-f11783e83b44,,Author,Mille Edith,Kjærsgaard Hansen
57aff91f-239c-45c1-ace2-8a6129a80ffa,2ef641d0-bd79-425b-8b12-b58d74b993ae,Author,Michael,Szell
bfb11b60-d027-11dd-a259-000ea68e967b,,Author,Lisbeth,Klastrup
64be1bc0-d029-11dd-a259-000ea68e967b,,Author,Lisbeth,Klastrup
9b24edd0-d02c-11dd-a259-000ea68e967b,,Author,Lisbeth,Klastrup
c8940730-e429-11de-a523-000ea68e967b,,Author,Lisbeth,Klastrup
9c6d4620-e42a-11de-a523-000ea68e967b,,Author,Lisbeth,Klastrup
624be040-e42b-11de-a523-000ea68e967b,,Author,Lisbeth,Klastrup
c19f9a90-e42c-11de-a523-000ea68e967b,,Author,Lisbeth,Klastrup
9ee45b70-e43c-11de-a523-000ea68e967b,,Author,Lisbeth,Klastrup
20bdc110-336e-11df-b794-000ea68e967b,,Author,Lisbeth,Klastrup
20bdc110-336e-11df-b794-000ea68e967b,b752c464-c7fb-4a52-a0c3-3b2d3db5d62f,Author,Gitte Bang,Stald
a6ae8183-4de9-4d49-86eb-a38910b5f389,,Author,Lisbeth,Klastrup
aa36dc80-b08d-4187-b13c-07ef35113746,,Author,Lisbeth,Klastrup
e7278919-3993-42a6-9efd-2d3ccddf33bd,,Author,Lisbeth,Klastrup
08e7e196-536c-4cf9-b6d3-ca0e020e3223,,Author,Lisbeth,Klastrup
08e7e196-536c-4cf9-b6d3-ca0e020e3223,,Author,Sander Andreas,Schwartz
37e7730d-4284-46b7-bef0-e55281355f78,,Author,Lisbeth,Klastrup
74c6c370-bae5-423d-83de-4205825026c2,,Author,Lisbeth,Klastrup
603f12cb-5041-4446-9527-d7dcf1f886be,,Author,Lisbeth,Klastrup
4a462ea2-eb49-4bbc-8e07-80857891e8c3,,Author,Lisbeth,Klastrup
4a462ea2-eb49-4bbc-8e07-80857891e8c3,,Author,Susana,Tosca
5fe2b8f6-d3e0-4301-abb8-d83e9c082fb0,,Author,Lisbeth,Klastrup
1691e12d-2820-4b9d-9603-4a2233d8272e,,Author,Lisbeth,Klastrup
9307a04b-de7c-4fad-ab87-20c71d0e058a,,Author,Lisbeth,Klastrup
df3ca241-1c6d-49e4-aa94-6eda5a0ba60d,,Author,Lisbeth,Klastrup
7126d184-7de6-4635-ae3a-3754cd36a228,,Author,Lisbeth,Klastrup
7126d184-7de6-4635-ae3a-3754cd36a228,,Author,Susana,Pajares Tosca
797bdecb-060e-43d5-b4b1-3589dcd5d40b,,Author,Lisbeth,Klastrup
4b5b293c-a780-4bba-bea5-b4ffdecb97f1,,Author,Lisbeth,Klastrup
0275f3c9-906f-4f90-b6ea-e4be5b9ec05f,,Author,Lisbeth,Klastrup
d1f11d33-f24c-4102-8259-3735b926b345,,Author,Lisbeth,Klastrup
a2adcaa6-1b14-4fe6-9dbd-8357abb7352a,,Author,Lisbeth,Klastrup
df1e2ee7-dd29-41a9-a68c-348bf3a832bf,,Author,Lisbeth,Klastrup
88dc107c-c932-4c15-b1c7-b001b9e505b1,,Author,Lisbeth,Klastrup
88dc107c-c932-4c15-b1c7-b001b9e505b1,,Author,Susana,Pajares Tosca
48e995af-4da7-4b24-8f51-cf5982aa7e17,,Author,Lisbeth,Klastrup
2cf7151c-679a-45da-a1de-778d189a1ed3,,Author,Lisbeth,Klastrup
0e568b96-9466-4848-b376-6cbc0db1f268,,Author,Lisbeth,Klastrup
9781c741-1195-4ecb-bd73-6356a334a9d1,,Author,Lisbeth,Klastrup
ef331671-7171-49b1-8bd2-a97a970a8fb1,,Author,Lisbeth,Klastrup
0b73b23e-7846-4136-a250-e2515c3a12a0,,Author,Lisbeth,Klastrup
edeb2b15-8f91-4867-b3e7-a9760ec4cb6b,,Author,Lisbeth,Klastrup
